iter	RMSE
180	0.08310276631
181	0.08294974971
182	0.08280299431
183	0.08264927524
184	0.08250783225
185	0.0823701494
186	0.08223670842
187	0.08209664351
188	0.08196811564
189	0.08182979384
190	0.0816869319
191	0.08154442017
192	0.08141815901
193	0.0812872931
194	0.0811580842
195	0.08103678882
196	0.08090865723
197	0.08077631998
198	0.08065923834
199	0.08053049806
200	0.08041891368
201	0.08028675195
202	0.080152793
203	0.08003298511
204	0.07991577233
205	0.07980425014
206	0.07967855648
207	0.07954582595
208	0.0794300883
209	0.07930378004
210	0.07918051637
211	0.07905967595
212	0.07894658961
213	0.07882160358
214	0.07871112821
215	0.07859333158
216	0.07847956509
217	0.07836010237
218	0.07824481074
219	0.07813278638
220	0.07802373096
221	0.07791428413
222	0.07780783555
223	0.07769307297
224	0.07758102642
225	0.07748010339
226	0.07738430175
227	0.07727137855
228	0.07716797515
229	0.07705884461
230	0.07696238524
231	0.07686616367
232	0.07676646233
233	0.07667363437
234	0.07657714491
235	0.07648476933
236	0.07637424542
237	0.07627349738
238	0.07616729073
239	0.07606971771
240	0.0759659481
241	0.07586970288
242	0.07577166481
243	0.07567122502
244	0.07557794305
245	0.07548393393
246	0.0753921872
247	0.07530284176
248	0.07521326225
249	0.07511702618
250	0.07503187588
251	0.07494485136
252	0.0748565945
253	0.07477209706
254	0.07469065896
255	0.07459411558
256	0.07450850545
257	0.07442831309
258	0.07434019947
259	0.07425411517
260	0.07416834323
261	0.07408328015
262	0.07401347616
263	0.07393741762
264	0.07384905417
265	0.07376795652
266	0.07369550078
267	0.07361312145
268	0.07353616904
269	0.07346503607
270	0.07338523901
271	0.07330751069
272	0.07323179929
273	0.07314925438
274	0.07307687575
275	0.07300648148
276	0.07292779825
277	0.07284354095
278	0.07276789044
279	0.07269566745
280	0.07261429759
281	0.07253965196
282	0.07246639595
283	0.0723987958
284	0.07232729516
285	0.07225392448
286	0.07218313052
287	0.07211539234
288	0.07205453793
289	0.07198427268
290	0.07190730484
291	0.07181823
292	0.07174241333
293	0.07167984024
294	0.07161779766
295	0.07155838472
296	0.07149969997
297	0.0714252217
298	0.07136915694
299	0.07129857913
300	0.07124169437
301	0.07118522373
302	0.07111899151
303	0.07105515621
304	0.07099847998
305	0.07094187603
306	0.07087306917
307	0.07080591077
308	0.07071965154
309	0.07065230797
310	0.07060078745
311	0.07053268163
312	0.07046586338
313	0.0703955585
314	0.07033324038
315	0.07026913555
316	0.07019747309
317	0.07014307309
318	0.07007946252
319	0.07000667127
320	0.069943169
321	0.06988389895
322	0.06983255558
323	0.06977399143
324	0.06972135878
325	0.06966845925
326	0.06961215915
327	0.06956136527
328	0.0695150469
329	0.06944297576
330	0.06938723231
331	0.06933704463
332	0.06927605841
333	0.06921773702
334	0.06916221086
335	0.06910730843
336	0.06905470334
337	0.06901067556
338	0.06894211858
339	0.06889897165
340	0.06884271316
341	0.06879386265
342	0.06874011249
343	0.06867930918
344	0.06863237996
345	0.06858334845
346	0.06853433178
347	0.06847339571
348	0.06842928453
349	0.06837907232
350	0.06833633338
351	0.0682878001
352	0.06824947812
353	0.06819885763
354	0.06814936047
355	0.06809920248
356	0.06804824395
357	0.06800835641
358	0.06796256535
359	0.06792068823
360	0.06787430247
361	0.06783148505
362	0.06778679528
363	0.06774653918
364	0.06771236047
365	0.06766659662
366	0.06762953198
367	0.06758868236
368	0.06755204978
369	0.06749338236
370	0.06745819736
371	0.06742040922
372	0.06737423125
373	0.06734026049
374	0.06730588182
375	0.06726271528
376	0.06722360855
377	0.06718032549
378	0.06712081389
379	0.06706871028
380	0.06703059092
381	0.06699595121
382	0.06696402062
383	0.06691680235
384	0.06687144055
385	0.06683365339
386	0.06677961909
387	0.06672948898
388	0.06669465121
389	0.06665769411
390	0.06662050789
391	0.06658454371
392	0.06655271454
393	0.0665100944
394	0.0664635896
395	0.06642959092
396	0.06639110782
397	0.06635989476
398	0.06631079847
399	0.0662602459
400	0.06622427335
401	0.0661987702
402	0.06615828796
403	0.06612469175
404	0.06609067079
405	0.06605222979
406	0.06601440775
407	0.06597727704
408	0.06594918833
409	0.06591416846
410	0.0658871433
411	0.06585324315
412	0.0658267322
413	0.0657953749
414	0.06576735806
415	0.06571723343
416	0.06567144353
417	0.06564420443
418	0.06561493032
419	0.06556965924
420	0.06552506176
421	0.06549838207
422	0.0654509428
423	0.06542159528
424	0.06538305197
425	0.06535224741
426	0.06532830555
427	0.06530646027
428	0.06526166982
429	0.06523502663
430	0.06519681579
431	0.06516987047
432	0.06513777349
433	0.06510937516
434	0.06508623428
435	0.06505025021
436	0.06502226746
437	0.06499729936
438	0.06497358543
439	0.06494500006
440	0.06491935338
441	0.06489754507
442	0.06487153023
443	0.06482969809
444	0.06480329965
445	0.06478202661
446	0.06475518607
447	0.06473495753
448	0.06471454093
449	0.06469387
450	0.06466576942
451	0.06464348855
452	0.06461555137
453	0.06458651289
454	0.06455508313
455	0.06452827743
456	0.06450737113
457	0.06448424301
458	0.06445115433
459	0.06442171646
460	0.06439726926
461	0.06437518112
462	0.06435346419
463	0.06431885543
464	0.06429419951
465	0.06426667944
466	0.06424164069
467	0.06421000882
468	0.06418455817
469	0.06414717496
470	0.064125921
471	0.06410143772
472	0.06406540116
473	0.0640473252
474	0.06402681958
475	0.06398978197
476	0.06396779379
477	0.06394563421
478	0.06391814472
479	0.06390015426
480	0.06387533002
481	0.06386228314
482	0.06383875384
483	0.06381415368
484	0.06379419991
485	0.0637679462
486	0.06374453303
487	0.0637223193
488	0.06369923847
489	0.06367478254
490	0.06365733129
491	0.06363438819
492	0.06361233768
493	0.06357825038
494	0.06355727382
495	0.06353739755
496	0.06351836003
497	0.06349568327
498	0.0634779773
499	0.06345894218
500	0.06343459922
501	0.06341333573
502	0.06339693568
503	0.06336938026
504	0.06334920539
505	0.0633160909
506	0.06329317612
507	0.06327189214
508	0.06325083087
509	0.06322197729
510	0.06319463319
511	0.063177337
512	0.06316280874
513	0.06314711569
514	0.06311907856
515	0.06309379788
516	0.06307385354
517	0.06305520508
518	0.06302751383
519	0.06300737203
520	0.06299308631
521	0.06297173825
522	0.06295228851
523	0.06293242843
524	0.06291568211
525	0.06289800665
526	0.06287346352
527	0.06284731853
528	0.06282707131
529	0.0628024596
530	0.06278486466
531	0.06276798699
532	0.06275152392
533	0.06273471568
534	0.06271672329
535	0.06270073784
536	0.06268103003
537	0.06266421653
538	0.06264365413
539	0.06262635259
540	0.06260666576
541	0.06258398324
542	0.06257193493
543	0.06255480156
544	0.06253034599
545	0.06251565369
546	0.06249536061
547	0.06247735747
548	0.06245915742
549	0.06244708845
550	0.06242329976
551	0.06239467008
552	0.06238198193
553	0.06236431635
554	0.0623370454
555	0.06231692061
556	0.06229638431
557	0.06227623608
558	0.06225584435
559	0.0622320444
560	0.06221524017
561	0.06220323388
562	0.0621846235
563	0.06217049954
564	0.06214683206
565	0.06212089413
566	0.06210348139
567	0.06208787186
568	0.06207256845
569	0.06205798485
570	0.0620427878
571	0.06203228208
572	0.06201772693
573	0.06200884462
574	0.06199652243
575	0.06198438408
576	0.06196435181
577	0.06195118205
578	0.06194107851
579	0.06192169179
580	0.0619078567
581	0.06188802079
582	0.06186794695
583	0.06184839902
584	0.06182036436
585	0.06180268357
586	0.06178205247
587	0.06177223972
588	0.06175678192
589	0.06173283114
590	0.06171774804
591	0.06170304246
592	0.0616803847
593	0.06166654749
594	0.06165191293
595	0.06163780915
596	0.06162389645
597	0.06160498957
598	0.06159025359
599	0.06157972276
600	0.06155921145
601	0.0615471015
602	0.06153356097
603	0.06152017734
604	0.06150715583
605	0.06149453492
606	0.06147945248
607	0.06146634581
608	0.06145231426
609	0.0614394141
610	0.06142197178
611	0.06141145735
612	0.06139871229
613	0.06138102152
614	0.06136152756
615	0.0613496156
616	0.06132978391
617	0.06131651971
618	0.06130345145
619	0.06129055484
620	0.06128052382
621	0.06126861007
622	0.06125334983
623	0.06124370376
624	0.06123230666
625	0.06121456431
626	0.06119428353
627	0.06118105984
628	0.06117031525
629	0.06115792201
630	0.06115060725
631	0.06113545396
632	0.06111740709
633	0.06110376784
634	0.06108508153
635	0.0610772364
636	0.06106347262
637	0.06105674541
638	0.06103792209
639	0.06101891425
640	0.06100637108
641	0.06098288646
642	0.0609586702
643	0.06094543398
644	0.06093156322
645	0.06092157839
646	0.06090917667
647	0.06089507994
648	0.06087533904
649	0.06086542579
650	0.06085377512
651	0.06084205194
652	0.06083224223
653	0.06081764599
654	0.06080826135
655	0.0607995892
656	0.0607793916
657	0.06077140145
658	0.0607606372
659	0.06075071579
660	0.06074250362
661	0.0607326567
662	0.06072229055
663	0.06071268337
664	0.06069719881
665	0.060678345
666	0.06066334516
667	0.06065117973
668	0.06063564773
669	0.06062533905
670	0.06061709226
671	0.06060831161
672	0.06059825587
673	0.06058387856
674	0.06056902125
675	0.06055936504
676	0.06053621918
677	0.06052386215
678	0.06051159094
679	0.0605009395
680	0.06049296207
681	0.06048139168
682	0.0604701444
683	0.06045728932
684	0.06044318979
685	0.06043130204
686	0.06042012329
687	0.06040130337
688	0.06038307958
689	0.06037295091
690	0.06035921074
691	0.06035025439
692	0.06034276022
693	0.06033511982
694	0.06032656752
695	0.06031916612
696	0.0603133344
697	0.06030397056
698	0.06029420452
699	0.06028015553
700	0.06026838463
701	0.0602580557
702	0.06025284977
703	0.0602372186
704	0.0602280169
705	0.06021838413
706	0.06020893449
707	0.0602010924
708	0.060190926
709	0.06018188066
710	0.0601714054
711	0.06015633602
712	0.06014162196
713	0.06013529655
714	0.06013059562
715	0.06011758968
716	0.06011090246
717	0.0601026847
718	0.06009461881
719	0.06008065483
720	0.06005953901
721	0.06004644646
722	0.06003779961
723	0.06002702136
724	0.06001528276
725	0.06000518822
726	0.05999647127
727	0.05998143637
728	0.05997144667
729	0.05996509974
730	0.05995867725
731	0.05995401239
732	0.05994400742
733	0.05992837063
734	0.05992110204
735	0.0599089001
736	0.05989602096
737	0.05987862007
738	0.05986975791
739	0.05986271795
740	0.05984631139
741	0.0598373962
742	0.05982921056
743	0.0598255918
744	0.05981753681
745	0.05980799166
746	0.05979171671
747	0.05977736183
748	0.05977070988
749	0.05975701194
750	0.05974843952
751	0.05973476153
752	0.05972027659
753	0.05971379554
754	0.05970687687
755	0.05969435174
756	0.05967750835
757	0.05967208155
758	0.05966697858
759	0.05965931077
760	0.0596461949
761	0.0596320793
762	0.05961564873
763	0.05960846756
764	0.05960102542
765	0.05959019508
766	0.05958422921
767	0.05957516712
768	0.05956260712
769	0.05955020964
770	0.05954143686
771	0.05953509257
772	0.05951633589
773	0.05950947152
774	0.05950345623
775	0.05948980638
776	0.05948334874
777	0.05946469261
778	0.05945826641
779	0.05944978939
780	0.05944342453
781	0.05943341635
782	0.05942561226
783	0.05941605993
784	0.05940986422
785	0.05940401702
786	0.05939880283
787	0.05939378799
788	0.05938653318
789	0.05936858498
790	0.05936273372
791	0.05935517071
792	0.05934632405
793	0.05933397148
794	0.05932626784
795	0.05931938868
796	0.05931029694
797	0.05930229996
798	0.05929157914
799	0.05927937748
800	0.05927026337
801	0.05926264707
802	0.05925670054
803	0.05925180179
804	0.05924837874
805	0.05924378609
806	0.05923242835
807	0.05922627481
808	0.05920808481
809	0.05920084156
810	0.05918961828
811	0.05918415217
812	0.05917678313
813	0.05916075923
814	0.05914817811
815	0.05913084102
816	0.05912482157
817	0.05911185117
818	0.05910359399
819	0.05909449619
820	0.05908733492
821	0.05907962445
822	0.05906373167
823	0.05905452996
824	0.05904562016
825	0.05903859602
826	0.05903161451
827	0.05901979568
828	0.0590142468
829	0.05901025919
830	0.05900266549
831	0.05899492584
832	0.05898362169
833	0.05897530486
834	0.05896392441
835	0.05895790968
836	0.05895072456
837	0.05894173558
838	0.05893336567
839	0.05892751473
840	0.05892134931
841	0.05891489288
842	0.05890360604
843	0.05889547033
844	0.05888478802
845	0.05887402931
846	0.05885834259
847	0.05885590121
848	0.05884610924
849	0.05884371277
850	0.05883836897
851	0.0588294646
852	0.0588245648
853	0.0588222347
854	0.0588177342
855	0.05881109915
856	0.05880486152
857	0.05879605026
858	0.05878507889
859	0.05877740335
860	0.05876578992
861	0.05874638723
862	0.05873821155
863	0.05873432898
864	0.05872884233
865	0.05871310954
866	0.05871028516
867	0.05870392026
868	0.05869507199
869	0.05869274586
870	0.05868990593
871	0.05868294489
872	0.05867616522
873	0.05867167356
874	0.05866289333
875	0.05865468778
876	0.05864783375
877	0.05864000169
878	0.05861961444
879	0.05861320503
880	0.05860503449
881	0.05860164663
882	0.05858893085
883	0.05857839158
884	0.05856685186
885	0.05855839003
886	0.05854786717
887	0.05853542647
888	0.0585327159
889	0.05852767617
890	0.05851867336
891	0.05851243014
892	0.05850422907
893	0.0585012082
894	0.05848608689
895	0.05847294189
896	0.0584617965
897	0.05845303047
898	0.05844669426
899	0.05843980303
900	0.05843189917
901	0.0584248049
902	0.05841847661
903	0.05841339774
904	0.05840789193
905	0.05840382082
906	0.05839386515
907	0.0583794321
908	0.05837447805
909	0.05836018126
910	0.05834928002
911	0.05834312312
912	0.0583369894
913	0.05832433874
914	0.05831017451
915	0.05830444258
916	0.05830011116
917	0.05829100718
918	0.05828197148
919	0.05827988019
920	0.05827603863
921	0.05827363523
922	0.05826814191
923	0.05826209388
924	0.05825786576
925	0.0582514037
926	0.05824650116
927	0.05823832874
928	0.05823395385
929	0.05822654352
930	0.05821240509
931	0.05820393397
932	0.0581975339
933	0.05817958459
934	0.05817276097
935	0.05816950233
936	0.05815557431
937	0.05814928107
938	0.05813818397
939	0.05813318177
940	0.05811439207
941	0.05810282461
942	0.05809059963
943	0.05807971406
944	0.05807309594
945	0.05806746028
946	0.05806164731
947	0.05804801205
948	0.05803502943
949	0.05802306656
950	0.05801892238
951	0.05800761603
952	0.05800192055
953	0.05799700983
954	0.05799059245
955	0.05798648097
956	0.05798390516
957	0.05797813174
958	0.05797247948
959	0.05796705721
960	0.05795905383
961	0.05794929112
962	0.05793299044
963	0.05792694064
964	0.05792348175
965	0.05791808812
966	0.05791063737
967	0.05790140567
968	0.05789588072
969	0.05788769204
970	0.05788157471
971	0.05787802443
972	0.05787148301
973	0.05786364564
974	0.05785940873
975	0.05785138491
976	0.0578478679
977	0.05784321765
978	0.05784118074
979	0.0578320951
980	0.05782326873
981	0.05782168413
982	0.05781383631
983	0.05780828079
984	0.05780373834
985	0.05779399749
986	0.05778677681
987	0.05777668892
988	0.05776528148
989	0.05775461782
990	0.05774453171
991	0.05774103412
992	0.05773451977
993	0.05773041042
994	0.05772593778
995	0.05771681547
996	0.05770883481
997	0.0576966116
998	0.05768427459
999	0.05767481758
